-3.977083333333332860e+01 inf
-3.931250000000000000e+01 inf
-3.885416666666667140e+01 inf
-3.839583333333332860e+01 inf
-3.793750000000000000e+01 inf
-3.747916666666667140e+01 inf
-3.702083333333332860e+01 inf
-3.656250000000000000e+01 inf
-3.610416666666667140e+01 8.051915331628572758e+00
-3.564583333333332860e+01 8.341982231713394924e+00
-3.518750000000000000e+01 8.051915331628560324e+00
-3.472916666666667140e+01 7.350236949828753197e+00
-3.427083333333332860e+01 6.694728974281106915e+00
-3.381250000000000000e+01 6.854364308886422563e+00
-3.335416666666667140e+01 6.626544738820350666e+00
-3.289583333333332860e+01 6.216968515946091678e+00
-3.243750000000000000e+01 6.083486229425542291e+00
-3.197916666666666785e+01 5.768490221674245966e+00
-3.152083333333333570e+01 5.501663188801597215e+00
-3.106250000000000000e+01 5.248527998357172208e+00
-3.060416666666666785e+01 5.061928592244819392e+00
-3.014583333333333570e+01 4.752655357414851345e+00
-2.968750000000000000e+01 4.508232645831366625e+00
-2.922916666666666785e+01 4.390538384182312903e+00
-2.877083333333333570e+01 4.174102536894168658e+00
-2.831250000000000000e+01 4.000673044862672612e+00
-2.785416666666666785e+01 3.833788156740639330e+00
-2.739583333333333570e+01 3.664642768768765713e+00
-2.693750000000000000e+01 3.458319564597568174e+00
-2.647916666666666785e+01 3.353158370349825113e+00
-2.602083333333333570e+01 3.182885025597831152e+00
-2.556250000000000000e+01 3.084393944400783738e+00
-2.510416666666666785e+01 2.991141680138692749e+00
-2.464583333333333570e+01 2.885812997325242435e+00
-2.418750000000000000e+01 2.797246706192569654e+00
-2.372916666666666785e+01 2.719689343588004959e+00
-2.327083333333333570e+01 2.629466159341416365e+00
-2.281250000000000000e+01 2.579038194224959391e+00
-2.235416666666666785e+01 2.513572810024149895e+00
-2.189583333333333570e+01 2.470269402250592883e+00
-2.143750000000000000e+01 2.419561777824751125e+00
-2.097916666666666785e+01 2.387331017319901605e+00
-2.052083333333333570e+01 2.369750802124860556e+00
-2.006250000000000000e+01 2.338912266045138466e+00
-1.960416666666666785e+01 2.316861556916560261e+00
-1.914583333333333570e+01 2.291282866085368575e+00
-1.868750000000000000e+01 2.288101653220170562e+00
-1.822916666666666785e+01 2.281931190436661261e+00
-1.777083333333333570e+01 2.269379462592832297e+00
-1.731250000000000000e+01 2.237345348518836374e+00
-1.685416666666666785e+01 2.235376891695123547e+00
-1.639583333333333570e+01 2.200773693344154402e+00
-1.593750000000000178e+01 2.166490946516503868e+00
-1.547916666666666785e+01 2.128980413325536780e+00
-1.502083333333333393e+01 2.079599195036208492e+00
-1.456250000000000178e+01 2.033778269838781405e+00
-1.410416666666666785e+01 1.993214230368713702e+00
-1.364583333333333393e+01 1.963656230493202370e+00
-1.318750000000000178e+01 1.938091970085227045e+00
-1.272916666666666785e+01 1.942740413990581727e+00
-1.227083333333333393e+01 1.944561525707979799e+00
-1.181250000000000178e+01 1.966398585712543001e+00
-1.135416666666666785e+01 2.000255061893692066e+00
-1.089583333333333393e+01 2.034361117924941453e+00
-1.043750000000000178e+01 2.077456622974399814e+00
-9.979166666666667851e+00 2.126926247401051739e+00
-9.520833333333333925e+00 2.208237328221058782e+00
-9.062500000000001776e+00 2.270705902404236198e+00
-8.604166666666667851e+00 2.354082495212842296e+00
-8.145833333333335702e+00 2.446302501882345659e+00
-7.687500000000003553e+00 2.521488143065035992e+00
-7.229166666666667851e+00 2.625095109083227740e+00
-6.770833333333335702e+00 2.719551196826920147e+00
-6.312500000000003553e+00 2.794173707481170332e+00
-5.854166666666667851e+00 2.872005224906072129e+00
-5.395833333333335702e+00 2.950138783501654594e+00
-4.937500000000003553e+00 2.980519316891319548e+00
-4.479166666666667851e+00 2.951665770207341666e+00
-4.020833333333335702e+00 2.924298697854186280e+00
-3.562500000000003553e+00 2.894227420231268333e+00
-3.104166666666667851e+00 2.872518235326047886e+00
-2.645833333333335702e+00 2.839424782272480741e+00
-2.187500000000003553e+00 2.807482288992429353e+00
-1.729166666666667851e+00 2.784881769548452013e+00
-1.270833333333335702e+00 2.724680477786819210e+00
-8.125000000000035527e-01 2.677311103133640735e+00
-3.541666666666678509e-01 2.600350084211250135e+00
1.041666666666642982e-01 2.506974528344495745e+00
5.624999999999964473e-01 2.373147333134159709e+00
1.020833333333332149e+00 2.262856856633895575e+00
1.479166666666664298e+00 2.149915447592539053e+00
1.937499999999996447e+00 2.064513029149682488e+00
2.395833333333332149e+00 1.940737880443310859e+00
2.854166666666664298e+00 1.784935542095073435e+00
3.312499999999996447e+00 1.606328244818154838e+00
3.770833333333332149e+00 1.412585712041362518e+00
4.229166666666664298e+00 1.248209577192579856e+00
4.687499999999996447e+00 1.038321866475668154e+00
5.145833333333332149e+00 7.002953202262733878e-01
5.604166666666664298e+00 3.032237448210532982e-01
6.062499999999996447e+00 0.000000000000000000e+00
6.520833333333332149e+00 1.424195319765264589e-02
6.979166666666664298e+00 6.092845377601914247e-01
7.437499999999996447e+00 2.047413363631545913e+00
7.895833333333332149e+00 4.514997641869177514e+00
8.354166666666664298e+00 7.846109590771064290e+00
8.812499999999996447e+00 inf
9.270833333333332149e+00 inf
9.729166666666664298e+00 inf
1.018749999999999645e+01 inf
1.064583333333333215e+01 inf
1.110416666666666430e+01 inf
1.156249999999999645e+01 inf
1.202083333333333215e+01 inf
1.247916666666666430e+01 inf
1.293749999999999645e+01 inf
1.339583333333333215e+01 inf
1.385416666666666430e+01 inf
1.431249999999999645e+01 inf
1.477083333333333215e+01 inf
